Id,username,name,is_crawled
6728,user6728,Bright Rhinoceros,False
6729,user6729,Bright Rook,False
6730,user6730,Bright Salamander,False
6731,user6731,Bright Salmon,False
6732,user6732,Bright Sand dollar,False
6733,user6733,Bright Sandpiper,False
6734,user6734,Bright Sardine,False
6735,user6735,Bright Sea lion,False
6736,user6736,Bright Seahorse,False
6737,user6737,Bright Seal,False
6738,user6738,Bright Shark,False
6739,user6739,Bright Sheep,False
6740,user6740,Bright Shrew,False
6741,user6741,Bright Siamang,False
6742,user6742,Bright Skunk,False
6743,user6743,Bright Sloth,False
6744,user6744,Bright Snail,False
6745,user6745,Bright Snake,False
6746,user6746,Bright Spider,False
6747,user6747,Bright Squid,False
6748,user6748,Bright Squirrel,False
6749,user6749,Bright Starling,False
6750,user6750,Bright Stegosaurus,False
6751,user6751,Bright Swan,False
6752,user6752,Bright Tapir,False
6753,user6753,Bright Tarsier,False
6754,user6754,Bright Termite,False
6755,user6755,Bright Tiger,False
6756,user6756,Bright Toad,False
6757,user6757,Bright Turkey,False
6758,user6758,Bright Vicuña,False
6759,user6759,Bright Wallaby,False
6760,user6760,Bright Walrus,False
6761,user6761,Bright Wasp,False
6762,user6762,Bright Water buffalo,False
6763,user6763,Bright Weasel,False
6764,user6764,Bright Whale,False
6765,user6765,Bright Wolf,False
6766,user6766,Bright Wolverine,False
6767,user6767,Bright Wombat,False
6768,user6768,Bright Wren,False
6769,user6769,Bright Yak,False
6770,user6770,Bright Zebra,False
6771,user6771,Bright Angelfish,False
6772,user6772,Bright Bearded dragon,False
6773,user6773,Bright Capybara,False
6774,user6774,Bright Cardinal,False
6775,user6775,Bright Cougar,False
6776,user6776,Bright Dingo,False
6777,user6777,Bright Egret,False
6778,user6778,Bright Iguana,False
6779,user6779,Bright Jackrabbit,False
6780,user6780,Bright Kookaburra,False
6781,user6781,Bright Lechwe,False
6782,user6782,Bright Ocelot,False
6783,user6783,Bright Orca,False
6784,user6784,Bright Stork,False
6785,user6785,Bright Tortoise,False
6786,user6786,Brilliant Aardvark,False
6787,user6787,Brilliant Albatross,False
6788,user6788,Brilliant Alligator,False
6789,user6789,Brilliant Alpaca,False
6790,user6790,Brilliant Ant,False
6791,user6791,Brilliant Anteater,False
6792,user6792,Brilliant Antelope,False
6793,user6793,Brilliant Ape,False
6794,user6794,Brilliant Armadillo,False
6795,user6795,Brilliant Baboon,False
6796,user6796,Brilliant Badger,False
6797,user6797,Brilliant Barracuda,False
6798,user6798,Brilliant Bat,False
6799,user6799,Brilliant Bear,False
6800,user6800,Brilliant Beaver,True
6801,user6801,Brilliant Bee,False
6802,user6802,Brilliant Bird,False
6803,user6803,Brilliant Bison,False
6804,user6804,Brilliant Boar,False
6805,user6805,Brilliant Buffalo,False
6806,user6806,Brilliant Butterfly,False
6807,user6807,Brilliant Camel,False
6808,user6808,Brilliant Caribou,False
6809,user6809,Brilliant Cassowary,False
6810,user6810,Brilliant Cat,False
6811,user6811,Brilliant Caterpillar,False
6812,user6812,Brilliant Cattle,False
6813,user6813,Brilliant Chameleon,False
6814,user6814,Brilliant Chamois,False
6815,user6815,Brilliant Cheetah,False
6816,user6816,Brilliant Chicken,False
6817,user6817,Brilliant Chimpanzee,False
6818,user6818,Brilliant Chinchilla,False
6819,user6819,Brilliant Chough,False
6820,user6820,Brilliant Coati,False
6821,user6821,Brilliant Cobra,False
6822,user6822,Brilliant Cockroach,False
6823,user6823,Brilliant Cod,False
6824,user6824,Brilliant Cormorant,False
6825,user6825,Brilliant Coyote,False
6826,user6826,Brilliant Crab,True
6827,user6827,Brilliant Crane,False
6828,user6828,Brilliant Crocodile,False
6829,user6829,Brilliant Crow,False
6830,user6830,Brilliant Curlew,False
6831,user6831,Brilliant Deer,False
6832,user6832,Brilliant Dinosaur,False
6833,user6833,Brilliant Dog,False
6834,user6834,Brilliant Dogfish,False
6835,user6835,Brilliant Dolphin,False
6836,user6836,Brilliant Donkey,False
6837,user6837,Brilliant Dotterel,False
6838,user6838,Brilliant Dove,False
6839,user6839,Brilliant Dragonfly,False
6840,user6840,Brilliant Duck,False
6841,user6841,Brilliant Dugong,True
6842,user6842,Brilliant Dunlin,False
6843,user6843,Brilliant Eagle,False
6844,user6844,Brilliant Echidna,False
6845,user6845,Brilliant Eel,False
6846,user6846,Brilliant Eland,False
6847,user6847,Brilliant Elephant,False
6848,user6848,Brilliant Elephant seal,False
6849,user6849,Brilliant Elk,False
6850,user6850,Brilliant Emu,False
6851,user6851,Brilliant Falcon,False
6852,user6852,Brilliant Ferret,False
6853,user6853,Brilliant Finch,False
6854,user6854,Brilliant Fish,False
6855,user6855,Brilliant Flamingo,False
6856,user6856,Brilliant Fly,False
6857,user6857,Brilliant Fox,False
6858,user6858,Brilliant Frog,False
6859,user6859,Brilliant Gaur,True
6860,user6860,Brilliant Gazelle,False
6861,user6861,Brilliant Gerbil,False
6862,user6862,Brilliant Giant panda,False
6863,user6863,Brilliant Giraffe,False
6864,user6864,Brilliant Gnat,False
6865,user6865,Brilliant Gnu,False
6866,user6866,Brilliant Goat,False
6867,user6867,Brilliant Goldfinch,False
6868,user6868,Brilliant Goosander,False
6869,user6869,Brilliant Goose,False
6870,user6870,Brilliant Gorilla,False
6871,user6871,Brilliant Goshawk,False
6872,user6872,Brilliant Grasshopper,False
6873,user6873,Brilliant Grouse,False
6874,user6874,Brilliant Guanaco,False
6875,user6875,Brilliant Guinea fowl,False
6876,user6876,Brilliant Guinea pig,False
6877,user6877,Brilliant Gull,False
6878,user6878,Brilliant Hamster,False
6879,user6879,Brilliant Hare,False
6880,user6880,Brilliant Hawk,False
6881,user6881,Brilliant Hedgehog,False
6882,user6882,Brilliant Heron,False
6883,user6883,Brilliant Herring,False
6884,user6884,Brilliant Hippo,False
6885,user6885,Brilliant Hornet,False
6886,user6886,Brilliant Horse,False
6887,user6887,Brilliant Hummingbird,False
6888,user6888,Brilliant Hyena,False
6889,user6889,Brilliant Ibex,False
6890,user6890,Brilliant Ibis,False
6891,user6891,Brilliant Impala,False
6892,user6892,Brilliant Jackal,False
6893,user6893,Brilliant Jaguar,False
6894,user6894,Brilliant Jay,False
6895,user6895,Brilliant Jellyfish,False
6896,user6896,Brilliant Kangaroo,False
6897,user6897,Brilliant Kinkajou,False
6898,user6898,Brilliant Koala,False
6899,user6899,Brilliant Komodo dragon,False
6900,user6900,Brilliant Kouprey,False
6901,user6901,Brilliant Kudu,False
6902,user6902,Brilliant Lapwing,False
6903,user6903,Brilliant Lark,False
6904,user6904,Brilliant Lemur,False
6905,user6905,Brilliant Leopard,False
6906,user6906,Brilliant Lion,False
6907,user6907,Brilliant Llama,False
6908,user6908,Brilliant Lobster,False
6909,user6909,Brilliant Locust,False
6910,user6910,Brilliant Loris,False
6911,user6911,Brilliant Louse,False
6912,user6912,Brilliant Lyrebird,False
6913,user6913,Brilliant Magpie,False
6914,user6914,Brilliant Mallard,False
6915,user6915,Brilliant Mammoth,False
6916,user6916,Brilliant Manatee,False
6917,user6917,Brilliant Mandrill,False
6918,user6918,Brilliant Mink,False
6919,user6919,Brilliant Mole,False
6920,user6920,Brilliant Mongoose,False
6921,user6921,Brilliant Monkey,False
6922,user6922,Brilliant Moose,False
6923,user6923,Brilliant Mosquito,False
6924,user6924,Brilliant Mouse,False
6925,user6925,Brilliant Narwhal,False
6926,user6926,Brilliant Newt,False
6927,user6927,Brilliant Nightingale,False
6928,user6928,Brilliant Octopus,False
6929,user6929,Brilliant Okapi,False
6930,user6930,Brilliant Opossum,False
6931,user6931,Brilliant Ostrich,False
6932,user6932,Brilliant Otter,False
6933,user6933,Brilliant Owl,False
6934,user6934,Brilliant Oyster,False
6935,user6935,Brilliant Panda,False
6936,user6936,Brilliant Panther,False
6937,user6937,Brilliant Parrot,False
6938,user6938,Brilliant Partridge,False
6939,user6939,Brilliant Peafowl,False
6940,user6940,Brilliant Pelican,False
6941,user6941,Brilliant Penguin,False
6942,user6942,Brilliant Pheasant,True
6943,user6943,Brilliant Pig,False
6944,user6944,Brilliant Pigeon,False
6945,user6945,Brilliant Polar bear,False
6946,user6946,Brilliant Pony,False
6947,user6947,Brilliant Porcupine,False
6948,user6948,Brilliant Porpoise,False
6949,user6949,Brilliant Prairie dog,False
6950,user6950,Brilliant Pug,False
6951,user6951,Brilliant Quail,False
6952,user6952,Brilliant Quelea,False
6953,user6953,Brilliant Quetzal,False
6954,user6954,Brilliant Rabbit,False
6955,user6955,Brilliant Raccoon,False
6956,user6956,Brilliant Ram,False
6957,user6957,Brilliant Rat,False
6958,user6958,Brilliant Raven,False
6959,user6959,Brilliant Red deer,False
6960,user6960,Brilliant Red panda,False
6961,user6961,Brilliant Reindeer,False
6962,user6962,Brilliant Rhinoceros,False
6963,user6963,Brilliant Rook,False
6964,user6964,Brilliant Salamander,False
6965,user6965,Brilliant Salmon,False
6966,user6966,Brilliant Sand dollar,False
6967,user6967,Brilliant Sandpiper,False
6968,user6968,Brilliant Sardine,False
6969,user6969,Brilliant Sea lion,False
6970,user6970,Brilliant Seahorse,False
6971,user6971,Brilliant Seal,False
6972,user6972,Brilliant Shark,False
6973,user6973,Brilliant Sheep,False
6974,user6974,Brilliant Shrew,False
6975,user6975,Brilliant Siamang,False
6976,user6976,Brilliant Skunk,False
6977,user6977,Brilliant Sloth,False
6978,user6978,Brilliant Snail,False
6979,user6979,Brilliant Snake,False
6980,user6980,Brilliant Spider,False
6981,user6981,Brilliant Squid,False
6982,user6982,Brilliant Squirrel,False
6983,user6983,Brilliant Starling,False
6984,user6984,Brilliant Stegosaurus,False
6985,user6985,Brilliant Swan,False
6986,user6986,Brilliant Tapir,False
6987,user6987,Brilliant Tarsier,False
6988,user6988,Brilliant Termite,False
6989,user6989,Brilliant Tiger,False
6990,user6990,Brilliant Toad,False
6991,user6991,Brilliant Turkey,False
6992,user6992,Brilliant Vicuña,False
6993,user6993,Brilliant Wallaby,False
6994,user6994,Brilliant Walrus,False
6995,user6995,Brilliant Wasp,False
6996,user6996,Brilliant Water buffalo,False
6997,user6997,Brilliant Weasel,False
6998,user6998,Brilliant Whale,False
6999,user6999,Brilliant Wolf,False
7000,user7000,Brilliant Wolverine,False
7001,user7001,Brilliant Wombat,False
7002,user7002,Brilliant Wren,False
7003,user7003,Brilliant Yak,False
7004,user7004,Brilliant Zebra,False
7005,user7005,Brilliant Angelfish,False
7006,user7006,Brilliant Bearded dragon,False
7007,user7007,Brilliant Capybara,False
7008,user7008,Brilliant Cardinal,False
7009,user7009,Brilliant Cougar,False
7010,user7010,Brilliant Dingo,False
7011,user7011,Brilliant Egret,False
7012,user7012,Brilliant Iguana,False
7013,user7013,Brilliant Jackrabbit,False
7014,user7014,Brilliant Kookaburra,False
7015,user7015,Brilliant Lechwe,False
7016,user7016,Brilliant Ocelot,False
7017,user7017,Brilliant Orca,False
7018,user7018,Brilliant Stork,False
7019,user7019,Brilliant Tortoise,False
7020,user7020,Broad-minded Aardvark,False
7021,user7021,Broad-minded Albatross,False
7022,user7022,Broad-minded Alligator,False
7023,user7023,Broad-minded Alpaca,False
7024,user7024,Broad-minded Ant,False
7025,user7025,Broad-minded Anteater,False
7026,user7026,Broad-minded Antelope,False
7027,user7027,Broad-minded Ape,False
7028,user7028,Broad-minded Armadillo,False
7029,user7029,Broad-minded Baboon,False
7030,user7030,Broad-minded Badger,False
7031,user7031,Broad-minded Barracuda,False
7032,user7032,Broad-minded Bat,False
7033,user7033,Broad-minded Bear,False
7034,user7034,Broad-minded Beaver,False
7035,user7035,Broad-minded Bee,False
7036,user7036,Broad-minded Bird,False
7037,user7037,Broad-minded Bison,False
7038,user7038,Broad-minded Boar,False
7039,user7039,Broad-minded Buffalo,False
7040,user7040,Broad-minded Butterfly,False
7041,user7041,Broad-minded Camel,False
7042,user7042,Broad-minded Caribou,False
7043,user7043,Broad-minded Cassowary,False
7044,user7044,Broad-minded Cat,False
7045,user7045,Broad-minded Caterpillar,False
7046,user7046,Broad-minded Cattle,False
7047,user7047,Broad-minded Chameleon,False
7048,user7048,Broad-minded Chamois,False
7049,user7049,Broad-minded Cheetah,False
7050,user7050,Broad-minded Chicken,False
7051,user7051,Broad-minded Chimpanzee,False
7052,user7052,Broad-minded Chinchilla,False
7053,user7053,Broad-minded Chough,False
7054,user7054,Broad-minded Coati,False
7055,user7055,Broad-minded Cobra,False
7056,user7056,Broad-minded Cockroach,False
7057,user7057,Broad-minded Cod,False
7058,user7058,Broad-minded Cormorant,False
7059,user7059,Broad-minded Coyote,False
7060,user7060,Broad-minded Crab,False
7061,user7061,Broad-minded Crane,False
7062,user7062,Broad-minded Crocodile,False
7063,user7063,Broad-minded Crow,False
7064,user7064,Broad-minded Curlew,False
7065,user7065,Broad-minded Deer,False
7066,user7066,Broad-minded Dinosaur,False
7067,user7067,Broad-minded Dog,False
7068,user7068,Broad-minded Dogfish,False
7069,user7069,Broad-minded Dolphin,False
7070,user7070,Broad-minded Donkey,False
7071,user7071,Broad-minded Dotterel,False
7072,user7072,Broad-minded Dove,False
7073,user7073,Broad-minded Dragonfly,False
7074,user7074,Broad-minded Duck,False
7075,user7075,Broad-minded Dugong,False
7076,user7076,Broad-minded Dunlin,False
7077,user7077,Broad-minded Eagle,False
7078,user7078,Broad-minded Echidna,False
7079,user7079,Broad-minded Eel,False
7080,user7080,Broad-minded Eland,False
7081,user7081,Broad-minded Elephant,False
7082,user7082,Broad-minded Elephant seal,False
7083,user7083,Broad-minded Elk,False
7084,user7084,Broad-minded Emu,False
7085,user7085,Broad-minded Falcon,False
7086,user7086,Broad-minded Ferret,False
7087,user7087,Broad-minded Finch,False
7088,user7088,Broad-minded Fish,False
7089,user7089,Broad-minded Flamingo,False
7090,user7090,Broad-minded Fly,True
7091,user7091,Broad-minded Fox,False
7092,user7092,Broad-minded Frog,False
7093,user7093,Broad-minded Gaur,False
7094,user7094,Broad-minded Gazelle,False
7095,user7095,Broad-minded Gerbil,False
7096,user7096,Broad-minded Giant panda,False
7097,user7097,Broad-minded Giraffe,False
7098,user7098,Broad-minded Gnat,False
7099,user7099,Broad-minded Gnu,False
7100,user7100,Broad-minded Goat,False
7101,user7101,Broad-minded Goldfinch,False
7102,user7102,Broad-minded Goosander,False
7103,user7103,Broad-minded Goose,False
7104,user7104,Broad-minded Gorilla,False
7105,user7105,Broad-minded Goshawk,False
7106,user7106,Broad-minded Grasshopper,False
7107,user7107,Broad-minded Grouse,False
7108,user7108,Broad-minded Guanaco,False
7109,user7109,Broad-minded Guinea fowl,False
7110,user7110,Broad-minded Guinea pig,False
7111,user7111,Broad-minded Gull,False
7112,user7112,Broad-minded Hamster,False
7113,user7113,Broad-minded Hare,False
7114,user7114,Broad-minded Hawk,False
7115,user7115,Broad-minded Hedgehog,False
7116,user7116,Broad-minded Heron,False
7117,user7117,Broad-minded Herring,False
7118,user7118,Broad-minded Hippo,False
7119,user7119,Broad-minded Hornet,False
7120,user7120,Broad-minded Horse,False
7121,user7121,Broad-minded Hummingbird,False
7122,user7122,Broad-minded Hyena,False
7123,user7123,Broad-minded Ibex,False
7124,user7124,Broad-minded Ibis,False
7125,user7125,Broad-minded Impala,False
7126,user7126,Broad-minded Jackal,False
7127,user7127,Broad-minded Jaguar,False
7128,user7128,Broad-minded Jay,False
7129,user7129,Broad-minded Jellyfish,False
7130,user7130,Broad-minded Kangaroo,False
7131,user7131,Broad-minded Kinkajou,False
7132,user7132,Broad-minded Koala,False
7133,user7133,Broad-minded Komodo dragon,False
7134,user7134,Broad-minded Kouprey,False
7135,user7135,Broad-minded Kudu,False
7136,user7136,Broad-minded Lapwing,False
7137,user7137,Broad-minded Lark,False
7138,user7138,Broad-minded Lemur,False
7139,user7139,Broad-minded Leopard,False
7140,user7140,Broad-minded Lion,False
7141,user7141,Broad-minded Llama,False
7142,user7142,Broad-minded Lobster,False
7143,user7143,Broad-minded Locust,True
7144,user7144,Broad-minded Loris,False
7145,user7145,Broad-minded Louse,False
7146,user7146,Broad-minded Lyrebird,False
7147,user7147,Broad-minded Magpie,False
7148,user7148,Broad-minded Mallard,False
7149,user7149,Broad-minded Mammoth,False
7150,user7150,Broad-minded Manatee,False
7151,user7151,Broad-minded Mandrill,False
7152,user7152,Broad-minded Mink,False
7153,user7153,Broad-minded Mole,False
7154,user7154,Broad-minded Mongoose,False
7155,user7155,Broad-minded Monkey,False
7156,user7156,Broad-minded Moose,False
7157,user7157,Broad-minded Mosquito,False
7158,user7158,Broad-minded Mouse,False
7159,user7159,Broad-minded Narwhal,False
7160,user7160,Broad-minded Newt,False
7161,user7161,Broad-minded Nightingale,False
7162,user7162,Broad-minded Octopus,False
7163,user7163,Broad-minded Okapi,False
7164,user7164,Broad-minded Opossum,False
7165,user7165,Broad-minded Ostrich,False
7166,user7166,Broad-minded Otter,False
7167,user7167,Broad-minded Owl,False
7168,user7168,Broad-minded Oyster,False
7169,user7169,Broad-minded Panda,False
7170,user7170,Broad-minded Panther,False
7171,user7171,Broad-minded Parrot,False
7172,user7172,Broad-minded Partridge,False
7173,user7173,Broad-minded Peafowl,False
7174,user7174,Broad-minded Pelican,True
7175,user7175,Broad-minded Penguin,False
7176,user7176,Broad-minded Pheasant,False
7177,user7177,Broad-minded Pig,False
7178,user7178,Broad-minded Pigeon,False
7179,user7179,Broad-minded Polar bear,False
7180,user7180,Broad-minded Pony,False
7181,user7181,Broad-minded Porcupine,False
7182,user7182,Broad-minded Porpoise,False
7183,user7183,Broad-minded Prairie dog,False
7184,user7184,Broad-minded Pug,False
7185,user7185,Broad-minded Quail,False
7186,user7186,Broad-minded Quelea,False
7187,user7187,Broad-minded Quetzal,False
7188,user7188,Broad-minded Rabbit,False
7189,user7189,Broad-minded Raccoon,False
7190,user7190,Broad-minded Ram,False
7191,user7191,Broad-minded Rat,False
7192,user7192,Broad-minded Raven,False
7193,user7193,Broad-minded Red deer,False
7194,user7194,Broad-minded Red panda,False
7195,user7195,Broad-minded Reindeer,False
7196,user7196,Broad-minded Rhinoceros,False
7197,user7197,Broad-minded Rook,False
7198,user7198,Broad-minded Salamander,False
7199,user7199,Broad-minded Salmon,False
7200,user7200,Broad-minded Sand dollar,False
7201,user7201,Broad-minded Sandpiper,False
7202,user7202,Broad-minded Sardine,False
7203,user7203,Broad-minded Sea lion,False
7204,user7204,Broad-minded Seahorse,False
7205,user7205,Broad-minded Seal,False
7206,user7206,Broad-minded Shark,True
7207,user7207,Broad-minded Sheep,False
7208,user7208,Broad-minded Shrew,False
7209,user7209,Broad-minded Siamang,False
7210,user7210,Broad-minded Skunk,False
7211,user7211,Broad-minded Sloth,False
7212,user7212,Broad-minded Snail,False
7213,user7213,Broad-minded Snake,False
7214,user7214,Broad-minded Spider,False
7215,user7215,Broad-minded Squid,False
7216,user7216,Broad-minded Squirrel,False
7217,user7217,Broad-minded Starling,False
7218,user7218,Broad-minded Stegosaurus,False
7219,user7219,Broad-minded Swan,False
7220,user7220,Broad-minded Tapir,False
7221,user7221,Broad-minded Tarsier,False
7222,user7222,Broad-minded Termite,False
7223,user7223,Broad-minded Tiger,False
7224,user7224,Broad-minded Toad,False
7225,user7225,Broad-minded Turkey,False
7226,user7226,Broad-minded Vicuña,False
7227,user7227,Broad-minded Wallaby,False
7228,user7228,Broad-minded Walrus,False
7229,user7229,Broad-minded Wasp,False
7230,user7230,Broad-minded Water buffalo,False
7231,user7231,Broad-minded Weasel,False
7232,user7232,Broad-minded Whale,False
7233,user7233,Broad-minded Wolf,False
7234,user7234,Broad-minded Wolverine,False
7235,user7235,Broad-minded Wombat,False
7236,user7236,Broad-minded Wren,False
7237,user7237,Broad-minded Yak,False
7238,user7238,Broad-minded Zebra,False
7239,user7239,Broad-minded Angelfish,False
7240,user7240,Broad-minded Bearded dragon,False
7241,user7241,Broad-minded Capybara,False
7242,user7242,Broad-minded Cardinal,True
7243,user7243,Broad-minded Cougar,False
7244,user7244,Broad-minded Dingo,False
7245,user7245,Broad-minded Egret,False
7246,user7246,Broad-minded Iguana,False
7247,user7247,Broad-minded Jackrabbit,False
7248,user7248,Broad-minded Kookaburra,False
7249,user7249,Broad-minded Lechwe,False
7250,user7250,Broad-minded Ocelot,False
7251,user7251,Broad-minded Orca,False
7252,user7252,Broad-minded Stork,False
7253,user7253,Broad-minded Tortoise,False
7254,user7254,Calm Aardvark,False
7255,user7255,Calm Albatross,False
7256,user7256,Calm Alligator,False
7257,user7257,Calm Alpaca,False
7258,user7258,Calm Ant,False
7259,user7259,Calm Anteater,False
7260,user7260,Calm Antelope,False
7261,user7261,Calm Ape,False
7262,user7262,Calm Armadillo,False
7263,user7263,Calm Baboon,False
7264,user7264,Calm Badger,False
7265,user7265,Calm Barracuda,False
7266,user7266,Calm Bat,False
7267,user7267,Calm Bear,False
7268,user7268,Calm Beaver,False
7269,user7269,Calm Bee,False
7270,user7270,Calm Bird,False
7271,user7271,Calm Bison,False
7272,user7272,Calm Boar,False
7273,user7273,Calm Buffalo,False
7274,user7274,Calm Butterfly,False
7275,user7275,Calm Camel,False
7276,user7276,Calm Caribou,False
7277,user7277,Calm Cassowary,False
7278,user7278,Calm Cat,False
7279,user7279,Calm Caterpillar,False
7280,user7280,Calm Cattle,False
7281,user7281,Calm Chameleon,False
7282,user7282,Calm Chamois,False
7283,user7283,Calm Cheetah,False
7284,user7284,Calm Chicken,False
7285,user7285,Calm Chimpanzee,False
7286,user7286,Calm Chinchilla,False
7287,user7287,Calm Chough,False
7288,user7288,Calm Coati,False
7289,user7289,Calm Cobra,False
7290,user7290,Calm Cockroach,False
7291,user7291,Calm Cod,False
7292,user7292,Calm Cormorant,False
7293,user7293,Calm Coyote,False
7294,user7294,Calm Crab,False
7295,user7295,Calm Crane,True
7296,user7296,Calm Crocodile,False
7297,user7297,Calm Crow,False
7298,user7298,Calm Curlew,False
7299,user7299,Calm Deer,False
7300,user7300,Calm Dinosaur,False
7301,user7301,Calm Dog,False
7302,user7302,Calm Dogfish,False
7303,user7303,Calm Dolphin,False
7304,user7304,Calm Donkey,False
7305,user7305,Calm Dotterel,False
7306,user7306,Calm Dove,False
7307,user7307,Calm Dragonfly,False
7308,user7308,Calm Duck,False
7309,user7309,Calm Dugong,False
7310,user7310,Calm Dunlin,False
7311,user7311,Calm Eagle,False
7312,user7312,Calm Echidna,False
7313,user7313,Calm Eel,False
7314,user7314,Calm Eland,False
7315,user7315,Calm Elephant,False
7316,user7316,Calm Elephant seal,False
7317,user7317,Calm Elk,False
7318,user7318,Calm Emu,False
7319,user7319,Calm Falcon,False
7320,user7320,Calm Ferret,False
7321,user7321,Calm Finch,False
7322,user7322,Calm Fish,False
7323,user7323,Calm Flamingo,False
7324,user7324,Calm Fly,False
7325,user7325,Calm Fox,False
7326,user7326,Calm Frog,False
7327,user7327,Calm Gaur,False
7328,user7328,Calm Gazelle,False
7329,user7329,Calm Gerbil,False
7330,user7330,Calm Giant panda,False
7331,user7331,Calm Giraffe,False
7332,user7332,Calm Gnat,False
7333,user7333,Calm Gnu,False
7334,user7334,Calm Goat,False
7335,user7335,Calm Goldfinch,False
7336,user7336,Calm Goosander,False
7337,user7337,Calm Goose,False
7338,user7338,Calm Gorilla,False
7339,user7339,Calm Goshawk,False
7340,user7340,Calm Grasshopper,False
7341,user7341,Calm Grouse,False
7342,user7342,Calm Guanaco,False
7343,user7343,Calm Guinea fowl,False
7344,user7344,Calm Guinea pig,False
7345,user7345,Calm Gull,False
7346,user7346,Calm Hamster,False
7347,user7347,Calm Hare,False
7348,user7348,Calm Hawk,False
7349,user7349,Calm Hedgehog,False
7350,user7350,Calm Heron,False
7351,user7351,Calm Herring,False
7352,user7352,Calm Hippo,False
7353,user7353,Calm Hornet,False
7354,user7354,Calm Horse,False
7355,user7355,Calm Hummingbird,False
7356,user7356,Calm Hyena,False
7357,user7357,Calm Ibex,False
7358,user7358,Calm Ibis,False
7359,user7359,Calm Impala,False
7360,user7360,Calm Jackal,False
7361,user7361,Calm Jaguar,False
7362,user7362,Calm Jay,False
7363,user7363,Calm Jellyfish,False
7364,user7364,Calm Kangaroo,False
7365,user7365,Calm Kinkajou,False
7366,user7366,Calm Koala,False
7367,user7367,Calm Komodo dragon,False
7368,user7368,Calm Kouprey,False
7369,user7369,Calm Kudu,False
7370,user7370,Calm Lapwing,False
7371,user7371,Calm Lark,False
7372,user7372,Calm Lemur,False
7373,user7373,Calm Leopard,False
7374,user7374,Calm Lion,False
7375,user7375,Calm Llama,False
7376,user7376,Calm Lobster,False
7377,user7377,Calm Locust,False
7378,user7378,Calm Loris,False
7379,user7379,Calm Louse,False
7380,user7380,Calm Lyrebird,False
7381,user7381,Calm Magpie,False
7382,user7382,Calm Mallard,False
7383,user7383,Calm Mammoth,False
7384,user7384,Calm Manatee,False
7385,user7385,Calm Mandrill,False
7386,user7386,Calm Mink,False
7387,user7387,Calm Mole,False
7388,user7388,Calm Mongoose,False
7389,user7389,Calm Monkey,False
7390,user7390,Calm Moose,False
7391,user7391,Calm Mosquito,False
7392,user7392,Calm Mouse,False
7393,user7393,Calm Narwhal,False
7394,user7394,Calm Newt,False
7395,user7395,Calm Nightingale,False
7396,user7396,Calm Octopus,False
7397,user7397,Calm Okapi,False
7398,user7398,Calm Opossum,False
7399,user7399,Calm Ostrich,False
7400,user7400,Calm Otter,False
7401,user7401,Calm Owl,False
7402,user7402,Calm Oyster,False
7403,user7403,Calm Panda,False
7404,user7404,Calm Panther,False
7405,user7405,Calm Parrot,False
7406,user7406,Calm Partridge,False
7407,user7407,Calm Peafowl,False
7408,user7408,Calm Pelican,False
7409,user7409,Calm Penguin,False
7410,user7410,Calm Pheasant,False
7411,user7411,Calm Pig,False
7412,user7412,Calm Pigeon,False
7413,user7413,Calm Polar bear,False
7414,user7414,Calm Pony,False
7415,user7415,Calm Porcupine,False
7416,user7416,Calm Porpoise,False
7417,user7417,Calm Prairie dog,False
7418,user7418,Calm Pug,True
7419,user7419,Calm Quail,False
7420,user7420,Calm Quelea,False
7421,user7421,Calm Quetzal,False
7422,user7422,Calm Rabbit,False
7423,user7423,Calm Raccoon,False
7424,user7424,Calm Ram,True
7425,user7425,Calm Rat,False
7426,user7426,Calm Raven,False
7427,user7427,Calm Red deer,False
7428,user7428,Calm Red panda,False
7429,user7429,Calm Reindeer,False
7430,user7430,Calm Rhinoceros,False
7431,user7431,Calm Rook,False
7432,user7432,Calm Salamander,False
7433,user7433,Calm Salmon,False
7434,user7434,Calm Sand dollar,False
7435,user7435,Calm Sandpiper,False
7436,user7436,Calm Sardine,False
7437,user7437,Calm Sea lion,False
7438,user7438,Calm Seahorse,False
7439,user7439,Calm Seal,False
7440,user7440,Calm Shark,False
7441,user7441,Calm Sheep,False
7442,user7442,Calm Shrew,False
7443,user7443,Calm Siamang,False
7444,user7444,Calm Skunk,False
7445,user7445,Calm Sloth,False
7446,user7446,Calm Snail,False
7447,user7447,Calm Snake,False
7448,user7448,Calm Spider,False
7449,user7449,Calm Squid,False
7450,user7450,Calm Squirrel,False
7451,user7451,Calm Starling,False
7452,user7452,Calm Stegosaurus,False
7453,user7453,Calm Swan,False
7454,user7454,Calm Tapir,False
7455,user7455,Calm Tarsier,False
7456,user7456,Calm Termite,False
7457,user7457,Calm Tiger,False
7458,user7458,Calm Toad,False
7459,user7459,Calm Turkey,False
7460,user7460,Calm Vicuña,False
7461,user7461,Calm Wallaby,False
7462,user7462,Calm Walrus,False
7463,user7463,Calm Wasp,False
7464,user7464,Calm Water buffalo,False
7465,user7465,Calm Weasel,False
7466,user7466,Calm Whale,False
7467,user7467,Calm Wolf,False
7468,user7468,Calm Wolverine,False
7469,user7469,Calm Wombat,True
7470,user7470,Calm Wren,False
7471,user7471,Calm Yak,False
7472,user7472,Calm Zebra,False
7473,user7473,Calm Angelfish,False
